Category,SubCategory,CatID,CatShort,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_ja,SubCategory_ja,Synonyms_ja
RAIN,GENERAL,RAIN,RAIN,"rain, rainstorm, downpour",雨,通用,"雨,暴雨,倾盆大雨",雨,通用,"雨,暴雨,傾盆大雨",雨,全般,"雨,暴風雨,豪雨"
RAIN,GLASS,RAINGlas,RAIN,"rain, glass, skylight, window, sunroof, greenhouse",雨,玻璃,"雨,玻璃,天窗,窗户,遮阳顶,温室",雨,玻璃,"雨,玻璃,天窗,窗戶,遮陽頂,溫室",雨,ガラス、窓,"雨,ガラス,天窓,窓,サンルーフ,温室"
RAIN,INTERIOR,RAINInt,RAIN,"rain, rainstorm, interior rain, windhield rain, rain on roof",雨,车内,"雨,暴雨,室内雨,挡风玻璃雨,屋顶雨",雨,車內,"雨,暴雨,室內雨,擋風玻璃雨,屋頂雨",雨,内部,"雨,暴風雨,室内雨,風防雨,屋根の上の雨"
RAIN,METAL,RAINMetl,RAIN,"rain, metal, car, can, tin, roof",雨,金属,"雨,金属,汽车,罐头,铁皮,屋顶",雨,金屬,"雨,金屬,汽車,罐頭,鐵皮,屋頂",雨,金属、車,"雨,金属,車,缶,トタン,屋根"
RAIN,PLASTIC,RAINPlas,RAIN,"rain, plastic, vinyl, plexiglass",雨,塑料,"雨,塑料,乙烯基,有机玻璃",雨,塑料,"雨,塑料,乙烯基,有機玻璃",雨,プラスティック,"雨,プラスチック,ビニール,プレキシガラス"
RAIN,VEGETATION,RAINVege,RAIN,"rain, leaves, vegetation",雨,植物,"雨水落在植物,树叶和草地上,丛林或热带雨林的雨水落在植物叶子上",雨,植物,"雨水落在植物,樹葉和草地上,叢林或熱帶雨林的雨水落在植物葉子上",雨,植物,"金属表面上の雨,だから車,または金属板などの上の雨"
RAIN,WATER,RAINWatr,RAIN,"rain, puddle, lake, pond",雨,水,"雨,水坑,湖泊,池塘",雨,水,"雨,水坑,湖泊,池塘",雨,水、湖、海、川,"雨,水たまり,湖,池"
RAIN,WOOD,RAINWood,RAIN,"rain, wood, deck, roof, shed, floor",雨,木质,"雨,木,甲板,屋顶,棚,地板",雨,木質,"雨,木,甲板,屋頂,棚,地板",雨,木、木製品,"雨,木,デッキ,屋根,小屋,床"
ROBOTS,MISC,ROBTMisc,ROBT,"automaton, droid, bot",机器人,其它,"自动机,机器人,机器人",機器人,其它,"自動機,機器人,機器人",ロボット,その他,"オートマトン,ドロイド,ロボット"
ROBOTS,MOVEMENT,ROBTMvmt,ROBT,"servo, solenoid, mechanism, pneumatic, hydraulic, droid, bot",机器人,运动,"伺服,螺线管,机械,气动,液压,机器人,机器人",機器人,運動,"伺服,螺線管,機械,氣動,液壓,機器人,機器人",ロボット,動き、動作,"サーボ,ソレノイド,メカニズム,空気圧,油圧,ドロイド,ボット"
ROBOTS,VOCAL,ROBTVox,ROBT,"droid, chirp, beep, whistle, bot",机器人,语音,"机器人,啁啾,哔哔声,口哨声,机器人",機器人,語音,"機器人,啁啾,嗶嗶聲,口哨聲,機器人",ロボット,声、音声,"ドロイド,チャープ,ビープ,ホイッスル,ボット"
ROCKS,BREAK,ROCKBrk,ROCK,"Breaks, Cracks, Rips, Shatters, Crunches",岩石,断裂,"断裂,裂缝,撕裂,破碎,嘎吱",岩石,斷裂,"斷裂,裂縫,撕裂,破碎,嘎吱",岩、石,割れる,"壊れる,ひび割れる,裂ける,粉々になる,砕ける"
ROCKS,CRASH & DEBRIS,ROCKCrsh,ROCK,"Fall, Debris",岩石,碎片,"掉落,碎片",岩石,碎片,"掉落,碎片",岩、石,砕ける、粉砕,"落下,破片"
ROCKS,FRICTION,ROCKFric,ROCK,"Stress, Scrapes, Creaks, Squeaks, Screech",岩石,挤压,"压力,擦伤,嘎吱,吱吱声,吱吱声",岩石,擠壓,"壓力,擦傷,嘎吱,吱吱聲,吱吱聲",岩、石,きしむ、歪む,"ストレス,擦り傷,きしみ,きしみ音,軋み"
ROCKS,HANDLE,ROCKHndl,ROCK,"handle, grab, set, pickup, set down, toss, catch",岩石,抓取,"挖掘机,抓握,放置,拾起,放下,抛掷,握住",岩石,抓取,"挖掘機,抓握,放置,拾起,放下,拋擲,握住",岩、石,めくる、持つ,"扱う,つかむ,セットする,拾う,下ろす,投げる,捕る"
ROCKS,IMPACT,ROCKImpt,ROCK,"Hit, Drop, Impact, Crash, Clunk, Clang, Clink, Chop",岩石,打击,"击中,掉落,撞击,跌落,哐啷,撞击声,叮当,猛击",岩石,打擊,"擊中,掉落,撞擊,跌落,哐啷,撞擊聲,叮噹,猛擊",岩、石,インパクト、打撃,"ぶつける,落とす,衝撃を与える,ぶつかる,ガチャン,カチッ,チョップ"
ROCKS,MISC,ROCKMisc,ROCK,miscellaneous,岩石,其它,各种各样的,岩石,其它,各種各樣的,岩、石,その他,雑技
ROCKS,MOVEMENT,ROCKMvmt,ROCK,"Drag, Roll, Rattle, Shake",岩石,移动,"拖动,滚动,嘎嘎声,摇晃",岩石,移動,"拖動,滾動,嘎嘎聲,搖晃",岩、石,動かす、引きずる、落とす,"引きずる, 転がす, ガラガラさせる, 揺らす"
ROCKS,TONAL,ROCKTonl,ROCK,"Bowed, Ring, Wronk, Shing, Warp",岩石,音乐性,"弓,石质乐器,玩石头,",岩石,音樂性,"弓,石質樂器,玩石頭,",岩、石,音調、鳴る,"曲がる, 鳴る, 巻く, 揺れる, 反る"
ROPE,CREAK,ROPECreak,ROPE,"stretch, tension, pull",绳索,拉扯,"拉伸,拉紧,拉扯",繩索,拉扯,"拉伸,拉緊,拉扯",ロープ、縄,きしみ、キーキー,"伸ばす, 引く, 引っ張る"
ROPE,HANDLE,ROPEHndl,ROPE,"handle, grab, set, pickup, set down, toss, catch",绳索,抓取,"抓握,放置,拾起,放下,抛掷,握住",繩索,抓取,"抓握,放置,拾起,放下,拋擲,握住",ロープ、縄,めくる、持つ,"ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"
ROPE,IMPACT,ROPEImpt,ROPE,"hit, drop, impact",绳索,打击,"抽打,击中,掉落,撞击",繩索,打擊,"抽打,擊中,掉落,撞擊",ロープ、縄,インパクト、打撃、ぶつける,"打つ, 落とす, 衝撃"
ROPE,MISC,ROPEMisc,ROPE,miscellaneous,绳索,其它,各种各样的,繩索,其它,各種各樣的,ロープ、縄,その他,雑多
ROPE,MOVEMENT,ROPEMvmt,ROPE,"zuzz, zipline, zip, knot, tie",绳索,移动,"滑索,拉链,结,领带",繩索,移動,"滑索,拉鍊,結,領帶",ロープ、縄,動く、引きずる、投げる,"zuzz, zipline, zip, knot, tie (結ぶ)"
RUBBER,CRASH & DEBRIS,RUBRCrsh,RUBR,"debris, scatter, plop",橡胶,碎片,"碎片,分散,扑通",橡膠,碎片,"碎片,分散,撲通",ゴム,ちぎれる、粉砕,"破片, 散乱, ぽい"
RUBBER,FRICTION,RUBRFric,RUBR,"squeak, creak, drag, rub, scrape, groan",橡胶,挤压,"吱吱声,拖拽,摩擦,刮擦,压力",橡膠,擠壓,"吱吱聲,拖拽,摩擦,刮擦,壓力",ゴム,きしむ、歪む,"キーキー,ギシギシ,引きずる,擦る,擦る,うなる"
RUBBER,HANDLE,RUBRHndl,RUBR,"handle, grab, set, pickup, set down, toss, catch",橡胶,抓取,"抓握,放置,拾起,放下,抛掷,握住",橡膠,抓取,"抓握,放置,拾起,放下,拋擲,握住",ゴム,めくる、持つ,"ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"
RUBBER,IMPACT,RUBRImpt,RUBR,"smack, impact, hit, bounce, drop",橡胶,打击,"敲击,撞击,弹跳,掉落",橡膠,打擊,"敲擊,撞擊,彈跳,掉落",ゴム,インパクト、打撃,"ぶつかる, 衝撃, ヒット, バウンド, ドロップ"
RUBBER,MISC,RUBRMisc,RUBR,miscellaneous,橡胶,其它,各种各样的,橡膠,其它,各種各樣的,ゴム,その他,雑多
RUBBER,MOVEMENT,RUBRMvmt,RUBR,"movement, drag, flap, flop",橡胶,移动,"移动,拖拽,拍打,落下",橡膠,移動,"移動,拖拽,拍打,落下",ゴム,引っ張る、ゆする、こする,"動く, 引きずる, はたたく, バタバタ"
RUBBER,TONAL,RUBRTonl,RUBR,"tonal, rubber, singing",橡胶,音乐性,"音调,橡胶,歌唱",橡膠,音樂性,"音調,橡膠,歌唱",ゴム,金属の音階,"音調, ゴム, 歌う"
SCIFI,ALARM,SCIAlrm,SCI,"sci-fi alarm, alert, warning",科幻,警报,"科幻警报,警报,警告",科幻,警報,"科幻警報,警報,警告",サイエンスフィクション,アラーム,"SFアラーム,アラート,警告"
SCIFI,COMPUTER,SCICmpt,SCI,"computer, console, interface, holoscreen",科幻,电脑,"计算机,控制台,界面,全屏",科幻,電腦,"計算機,控制台,界面,全屏",サイエンスフィクション,コンピューター,"コンピュータ,コンソール,インターフェイス,ホロスクリーン"
SCIFI,DOOR,SCIDoor,SCI,"sci-fi door, airlock",科幻,门,"科幻门,气闸",科幻,門,"科幻門,氣閘",サイエンスフィクション,ドア,"SFドア,エアロック"
SCIFI,ENERGY,SCIEnrg,SCI,"particle, vortex, transporter, hologram, force field",科幻,能量,"粒子,涡流,转运体,全息图,力场",科幻,能量,"粒子,渦流,轉運體,全息圖,力場",サイエンスフィクション,エネルギー,"粒子,渦,トランスポーター,ホログラム,フォースフィールド"
SCIFI,IMPACT,SCIImpt,SCI,"energy hit, energy wave, force field",科幻,打击,"能量冲击,波浪能,力场",科幻,打擊,"能量衝擊,波浪能,力場",サイエンスフィクション,インパクト、打撃、ぶつける,"エネルギーヒット,エネルギー波,フォースフィールド"
SCIFI,MACHINE,SCIMach,SCI,"teleporter, food replicators, holodeck",科幻,机械,"传送器,食物复制器,全息成像,平台",科幻,機械,"傳送器,食物複製器,全息成像,平台",サイエンスフィクション,機械、メカ,"テレポーター,食品レプリケーター,ホロデッキ"
SCIFI,MECHANISM,SCIMech,SCI,"tricorder, scifi device, gizmo",科幻,机械设备,"三录仪,科幻设备,小发明",科幻,機械設備,"三錄儀,科幻設備,小發明",サイエンスフィクション,メカニズム,"トリコーダー,SFデバイス,ギズモ"
SCIFI,MISC,SCIMisc,SCI,miscellaneous,科幻,其它,各种各样的,科幻,其它,各種各樣的,サイエンスフィクション,その他,雑多な
SCIFI,RETRO,SCIRetro,SCI,old sci-fi,科幻,复古,老式科幻,科幻,復古,老式科幻,サイエンスフィクション,レトロ、クラッシック,古いSF
SCIFI,SPACESHIP,SCIShip,SCI,"spaceship, ufo, mothership, battlecruiser, starship",科幻,太空船,"宇宙飞船,不明飞行物,母舰,战列巡洋舰,星舰",科幻,太空船,"宇宙飛船,不明飛行物,母艦,戰列巡洋艦,星艦",サイエンスフィクション,宇宙船,"宇宙船,UFO,母船,バトルクルーザー,宇宙船"
SCIFI,VEHICLE,SCIVeh,SCI,"moon rover, landspeeder, speeder bike, hoverboard, podracer",科幻,载具,"月球车,陆行艇,超速自行车,悬浮滑板,飞梭赛车",科幻,載具,"月球車,陸行艇,超速自行車,懸浮滑板,飛梭賽車",サイエンスフィクション,乗り物,"月探査機,ランドスピーダー,スピーダーバイク,ホバーボード,ポッドレーサー"
SCIFI,WEAPON,SCIWeap,SCI,"lightsabers, exotic weapon",科幻,武器,"光剑,异种武器",科幻,武器,"光劍,異種武器",サイエンスフィクション,武器、兵器,"ライトセーバー,エキゾチックな武器"
SNOW,CRASH & DEBRIS,SNOWCrsh,SNOW,"snowball, snow crash",雪,碎片,"雪球,雪崩",雪,碎片,"雪球,雪崩",雪,粉砕、粉雪,"雪玉,スノークラッシュ"
SNOW,FRICTION,SNOWFric,SNOW,"stress, scrape, creak, squeak, screech",雪,挤压,"压力,刮擦,吱吱声,吱吱声,尖啸",雪,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖嘯",雪,踏みしめる、固める,"ストレス,擦り傷,きしみ,軋み,金切り声"
SNOW,HANDLE,SNOWHndl,SNOW,"handle, grab, set, pickup, set down, toss, catch",雪,抓取,"抓握,放置,拾起,放下,抛掷,握住",雪,抓取,"抓握,放置,拾起,放下,拋擲,握住",雪,めくる、持つ,"ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"
SNOW,IMPACT,SNOWImpt,SNOW,"snowball, snow drift, topple, fall",雪,打击,"雪球,雪飘,倾倒,飘落",雪,打擊,"雪球,雪飄,傾倒,飄落",雪,インパクト、打撃、ぶつける,"雪だるま,スノードリフト,転倒,落下"
SNOW,MISC,SNOWMisc,SNOW,miscellaneous,雪,其它,各种各样的,雪,其它,各種各樣的,雪,その他,雑多な
SNOW,MOVEMENT,SNOWMvmt,SNOW,"wade, drag, plow, fumble",雪,移动,"涉水,拖拽,犁地,摸索",雪,移動,"涉水,拖拽,犁地,摸索",雪,動く、引きずる、転がす,"かき回す,引きずる,耕す,もみくちゃにする"
SPORTS,COURT,SPRTCourt,SPRT,"basketball, tennis, fencing, volleyball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, handball",运动,球类运动,"篮球,网球,击剑,排球,壁球,羽毛球,无板篮球,壁球,躲避球,沙狐球,手球",運動,球類運動,"籃球,網球,擊劍,排球,壁球,羽毛球,無板籃球,壁球,躲避球,沙狐球,手球",スポーツ,コート,"バスケットボール,テニス,フェンシング,バレーボール,ラケットボール,バドミントン,ネットボール,スカッシュ,ドッジボール,シャッフルボード,ハンドボール"
SPORTS,FIELD,SPRTField,SPRT,"soccer, football, baseball, field hockey, cricket, rugby, polo, lacrosse",运动,户外运动,"足球,橄榄球,棒球,曲棍球,板球,橄榄球,马球,长曲棍球",運動,戶外運動,"足球,橄欖球,棒球,曲棍球,板球,橄欖球,馬球,長曲棍球",スポーツ,フィールド,"サッカー,フットボール,野球,フィールドホッケー,クリケット,ラグビー,ポロ,ラクロス"
SPORTS,GYM,SPRTGym,SPRT,"boxing, wrestling, gymnastics, weight training, martial arts, karate, judo, tae kwon do, dojo, kung fu",运动,健身,"拳击,摔跤,体操,重量训练,武术,空手道,柔道,跆拳道,柔道,功夫",運動,健身,"拳擊,摔跤,體操,重量訓練,武術,空手道,柔道,跆拳道,柔道,功夫",スポーツ,ジム,"ボクシング,レスリング,体操,ウェイトトレーニング,武道,空手,柔道,テコンドー,道場,カンフー"
SPORTS,INDOOR,SPRTIndor,SPRT,"bowling, billiards, ping pong, darts",运动,室内运动,"保龄球,台球,乒乓球,飞镖",運動,室內運動,"保齡球,台球,乒乓球,飛鏢",スポーツ,インドア,"ボウリング,ビリヤード,ピンポン,ダーツ"
SPORTS,MISC,SPRTMisc,SPRT,golf,运动,其它,高尔夫球,運動,其它,高爾夫球,スポーツ,その他,ゴルフ
SPORTS,SKATE,SPRTSkate,SPRT,"skateboarding, roller skating, rollerblading, push scooter",运动,冰上运动,"滑板,轮滑,旱冰,滑板车",運動,冰上運動,"滑板,輪滑,旱冰,滑板車",スポーツ,スケート,"スケートボード,ローラースケート,ローラーブレード,プッシュスクーター"
SPORTS,TRACK & FIELD,SPRTTrck,SPRT,"long jump, running, pole vault, shot put, javelin throw",运动,田径,"跳远,跑步,撑杆跳,铅球,标枪投掷",運動,田徑,"跳遠,跑步,撐桿跳,鉛球,標槍投擲",スポーツ,トラック＆フィールド,"走り幅跳び,棒高跳び,砲丸投げ,やり投げ"
SPORTS,WATER,SPRTWatr,SPRT,"swimming, water polo, water volleyball, diving, water skiing, surfing, kiteboarding, scuba, snorkeling",运动,水上运动,"游泳,水球,水排球,潜水,滑水,冲浪,风筝冲浪,水肺潜水,浮潜",運動,水上運動,"游泳,水球,水排球,潛水,滑水,衝浪,風箏衝浪,水肺潛水,浮潛",スポーツ,水,"水泳,水球,水上バレーボール,ダイビング,水上スキー,サーフィン,カイトボーディング,スキューバ,シュノーケリング"
SPORTS,WINTER,SPRTWntr,SPRT,"skiing, snowboarding, bobsledding, ice skating, sledding, curling, ice hockey, luge, speed skating",运动,冬季运动,"滑雪,单板滑雪,雪橇,滑冰,雪橇,冰壶,冰球,雪橇,速度滑冰",運動,冬季運動,"滑雪,單板滑雪,雪橇,滑冰,雪橇,冰壺,冰球,雪橇,速度滑冰",スポーツ,冬,"スキー,スノーボード,ボブスレー,アイススケート,そり滑り,カーリング,アイスホッケー,リュージュ,スピードスケート"
SWOOSHES,SWISH,SWSH,SWSH,"swish, kungfu, whizby, flutter, swing",嗖嗖声,嗖嗖声,"嗖嗖,武术,呼啸而过,颤振,摇摆",嗖嗖聲,嗖嗖聲,"嗖嗖,武術,呼嘯而過,顫振,搖擺",ヒュー、シュッ,ヒュー、ヒュッ,"swish, kungfu, whizby, flutter, swing"
SWOOSHES,WHOOSH,WHSH,WHSH,woosh,呼呼声,呼呼声,呜呜,呼呼聲,呼呼聲,嗚嗚,ヒュー、シュッ,ウーシュ、ヒュッ、シュッ,うなり声
TOOLS,GARDEN,TOOLGrdn,TOOL,"rake, hoe, spade, trowel, broom, pruning sheer, garden fork, tiller, loppers, shovel, weeder",工具,园林工具,"耙子,锄头,铁锹,泥铲,扫把,修剪剪刀,花园叉,分蘖,园艺剪,铲子,除草机",工具,園林工具,"耙子,鋤頭,鐵鍬,泥鏟,掃把,修剪剪刀,花園叉,分蘗,園藝剪,鏟子,除草機",道具、ツール、工具,道具、ツール、工具,"熊手,鍬,鋤,鏝,箒,剪定ばさみ,ガーデンフォーク,耕運機,ロッパー,シャベル,除草機"
TOOLS,HAND,TOOLHand,TOOL,"hammer, screwdriver, pliers, wrench, ratchet, socket, hand saw, clamp, cutter, pry bar, chisel, scraper, staple gun, file, scissors",工具,手持,"锤子,螺丝刀,钳子,扳手,棘轮,插座,手锯,夹钳,刀具,撬棒,凿子,刮刀,钉枪,锉刀,剪刀",工具,手持,"錘子,螺絲刀,鉗子,扳手,棘輪,插座,手鋸,夾鉗,刀具,撬棒,鑿子,刮刀,釘槍,銼刀,剪刀",道具、ツール、工具,手、手持ち,"ハンマー,ドライバー,ペンチ,レンチ,ラチェット,ソケット,ハンドソー,クランプ,カッター,プライバー,ノミ,スクレーパー,ステープルガン,ヤスリ,ハサミ"
TOOLS,MISC,TOOLMisc,TOOL,miscellaneous,工具,其它,各种各样的,工具,其它,各種各樣的,道具、ツール、工具,その他,雑多なもの
TOOLS,PNEUMATIC,TOOLPneu,TOOL,"jackhammer, air tool, air ratchet, nail guns",工具,气动,"手提钻,气动工具,气动棘轮,射钉枪",工具,氣動,"手提鑽,氣動工具,氣動棘輪,射釘槍",道具、ツール、工具,空気圧,"ジャックハンマー,エアツール,エアラチェット,ネイルガン"
TOOLS,POWER,TOOLPowr,TOOL,"drill, power saw, circular saw, jigsaw, sander, belt sander, router, power screwdriver, heat gun, drill press, table saw",工具,电动,"钻头,电锯,圆锯,线锯,砂光机,砂带机,槽刨机,电动螺丝刀,热风枪",工具,電動,"鑽頭,電鋸,圓鋸,線鋸,砂光機,砂帶機,槽鉋機,電動螺絲刀,熱風槍",道具、ツール、工具,パワーツール、電動、機械,"ドリル,電動のこぎり,丸のこ,ジグソー,サンダー,ベルトサンダー,ルーター,電動ドライバー,ヒートガン,ドリルプレス,テーブルソー"
TOYS,ELECTRONIC,TOYElec,TOY,"remote controlled car, slot car, speak and spell, furby",玩具,电动,"遥控车,老虎机,语音益智玩具,电子宠物",玩具,電動,"遙控車,老虎機,語音益智玩具,電子寵物",おもちゃ,電子、電気,"リモコンカー,スロットカー,スピーク＆スペル,ファービー"
TOYS,MECHANICAL,TOYMech,TOY,"windup toy, toy robot, winding toy",玩具,机械,"发条玩具,玩具机器人,发条玩具",玩具,機械,"發條玩具,玩具機器人,發條玩具",おもちゃ,機械,"巻き上げ玩具,ロボット玩具,巻き取り玩具"
TOYS,MISC,TOYMisc,TOY,"action figure, doll, stuffed animal",玩具,其它,"动作人偶,娃娃,毛绒动物",玩具,其它,"動作人偶,娃娃,毛絨動物",おもちゃ,その他,"アクションフィギュア,人形,ぬいぐるみ"
TRAINS,BRAKE,TRNBrake,TRN,"breaks, screech, grind",火车,刹车,"断裂,尖叫,摩擦",火車,剎車,"斷裂,尖叫,摩擦",電車、列車,ブレーキ,"壊れる,ギシギシいう,ガリガリいう"
TRAINS,CLACK,TRNClak,TRN,clack,火车,哐当,噼啪,火車,哐當,劈啪,電車、列車,ヒビ、亀裂,カチャカチャ
TRAINS,DOOR,TRNDoor,TRN,"train door, subway door",火车,门,"火车门,地铁门,自动门",火車,門,"火車門,地鐵門,自動門",電車、列車,ドア,"電車のドア,地下鉄のドア"
TRAINS,DIESEL,TRNDiesl,TRN,diesel train,火车,内燃机车,柴油火车,火車,內燃機車,柴油火車,電車、列車,ディーゼル,ディーゼル機関車
TRAINS,ELECTRIC,TRNElec,TRN,"commuter train, regional train, city line, inter-city train, light rail",火车,电力机车,"通勤列车,区域列车,城市线,城际列车,轻轨",火車,電力機車,"通勤列車,區域列車,城市線,城際列車,輕軌",電車、列車,電気、電動,"通勤電車,地域鉄道,市内線,都市間鉄道,ライトレール"
TRAINS,HIGH SPEED,TRNHspd,TRN,"hi-tech train, maglev, monorails, hyperloop, bullet train",火车,高速列车,"高科技列车,磁悬浮列车,单轨列车,超级高铁,子弹头列车",火車,高速列車,"高科技列車,磁懸浮列車,單軌列車,超級高鐵,子彈頭列車",電車、列車,高速,"ハイテク列車,磁気浮上式鉄道,モノレール,ハイパーループ,新幹線"
TRAINS,HORN,TRNHorn,TRN,"train horn, subway horn",火车,鸣笛,"火车喇叭,地铁喇叭",火車,鳴笛,"火車喇叭,地鐵喇叭",電車、列車,ホーン、警笛、汽笛,"列車の警笛,地下鉄の警笛"
TRAINS,INTERIOR,TRNInt,TRN,"commuter train, regional train, city line, inter-city train, light rail, freight train, subway, monorail",火车,车厢内,"通勤列车,区域列车,城市线,城际列车,轻轨,货运列车,地铁,单轨列车",火車,車廂內,"通勤列車,區域列車,城市線,城際列車,輕軌,貨運列車,地鐵,單軌列車",電車、列車,内部,"通勤列車,地域列車,都市線,都市間列車,ライトレール,貨物列車,地下鉄,モノレール"
TRAINS,MECHANISM,TRNMech,TRN,"shunt, decouple",火车,机械,"分流,解耦",火車,機械,"分流,解耦",電車、列車,機械音,"シャント,デカップリング"
TRAINS,MISC,TRNMisc,TRN,miscellaneous,火车,其它,各种各样的,火車,其它,各種各樣的,電車、列車,その他,雑多なもの
TRAINS,STEAM,TRNSteam,TRN,"steam train, coal train",火车,蒸汽火车,"蒸汽火车,煤炭火车",火車,蒸汽火車,"蒸汽火車,煤炭火車",電車、列車,蒸気、蒸気機関車,"蒸気機関車,石炭列車"
TRAINS,SUBWAY,TRNSbwy,TRN,"metro, subway, the tube, rer",火车,地铁,"地铁,地铁,管,快速铁路",火車,地鐵,"地鐵,地鐵,管,快速鐵路",電車、列車,地下鉄,"メトロ,サブウェイ,チューブ,RER"
TRAINS,TRAM,TRNTram,TRN,"tram, trolley, cable car, funicular, grip car",火车,电车,"电车,电车,缆车,索道缆车,抓地车",火車,電車,"電車,電車,纜車,索道纜車,抓地車",電車、列車,トラム、ケーブルカー,"路面電車,トロリー,ケーブルカー,フニクラ,グリップカー"
USER INTERFACE,ALERT,UIAlert,UI,"alert, tone, text message, notification, startup",用户界面,警告,"警报,提示音,短信,通知,启动",用戶界面,警告,"警報,提示音,短信,通知,啟動",ユーザーインターフォース,アラート,"アラート,トーン,テキストメッセージ,通知,スタートアップ"
USER INTERFACE,BEEP,UIBeep,UI,"computer beep, phone beep",用户界面,提示音,"电脑蜂鸣,手机蜂鸣",用戶界面,提示音,"電腦蜂鳴,手機蜂鳴",ユーザーインターフォース,ビープ音,"コンピュータのビープ音,電話のビープ音"
USER INTERFACE,CLICK,UIClick,UI,"click, tap, type",用户界面,点击,"单击,点击,键入",用戶界面,點擊,"單擊,點擊,鍵入",ユーザーインターフォース,クリック,"クリック,タップ,タイプ"
USER INTERFACE,DATA,UIData,UI,"data, processing, information, thinking",用户界面,数据,"数据,处理,信息,思考",用戶界面,數據,"數據,處理,信息,思考",ユーザーインターフォース,データ,"データ,処理,情報,思考"
USER INTERFACE,GLITCH,UIGlitch,UI,"glitch, malfunction, failure, kernel panic, guru meditation error",用户界面,故障,"故障,终结,失败,错误,",用戶界面,故障,"故障,終結,失敗,錯誤,",ユーザーインターフォース,グリッチ,"不具合,誤動作,故障,カーネルパニック,ぐるぐる瞑想エラー"
USER INTERFACE,MISC,UIMisc,UI,miscellaneous,用户界面,其它,各种各样的,用戶界面,其它,各種各樣的,ユーザーインターフォース,その他,雑多
USER INTERFACE,MOTION,UIMvmt,UI,"swipe, scroll, zoom, page",用户界面,动态,"滑动,滚动,缩放,翻页",用戶界面,動態,"滑動,滾動,縮放,翻頁",ユーザーインターフォース,動作,"スワイプ,スクロール,ズーム,ページ"
VEGETATION,GRASS,VEGEGras,VEGE,"grass rustle, walk through, hay, wheat",植物,草,"草沙沙声,走过,干草,小麦",植物,草,"草沙沙聲,走過,乾草,小麥",植物,草,"草がそよぐ, 歩く, 干草, 小麦"
VEGETATION,LEAVES,VEGELeaf,VEGE,"leaf swirl, leaf fall, leaves falling, leaf pile",植物,叶,"叶漩涡,落叶,叶堆",植物,葉,"葉漩渦,落葉,葉堆",植物,葉,"葉の渦巻き, 葉の落下, 葉の落下, 葉の山"
VEGETATION,MISC,VEGEMisc,VEGE,foliage,植物,其它,叶子,植物,其它,葉子,植物,その他,葉っぱ
VEGETATION,TREE,VEGETree,VEGE,"tree fall, branch snap, branch break, twig",植物,树,"树倒下,树枝折断,树枝折断,树枝",植物,樹,"樹倒下,樹枝折斷,樹枝折斷,樹枝",植物,木,"木が倒れる, 枝が折れる, 枝が折れる, 小枝"
VEHICLES,ALARM,VEHAlrm,VEH,"car, auto, automobile, car alarm, arm chirp, disarm chirp, fob",车辆,警报,"汽车,汽车报警器,布防,撤防,遥控钥匙",車輛,警報,"汽車,汽車報警器,布防,撤防,遙控鑰匙",車、車両、自動車,アラーム,"車,自動車,自動車,車のアラーム,アームチャープ,ディスアームチャープ,フォブ"
VEHICLES,ANTIQUE,VEHAntq,VEH,"car, auto, automobile, oldsmobile, model a, model t",车辆,古董车,"汽车,轿车,机动车,奥尔兹莫比尔,老爷车,福特T型車",車輛,古董車,"汽車,轎車,機動車,奧爾茲莫比爾,老爺車,福特T型車",車、車両、自動車,アンティーク、ビンテージ,"車,自動車,自動車,オールズモビル,モデルA,モデルT"
VEHICLES,ATV,VEHAtv,VEH,"quad, three-wheeler, four-wheeler, quadricycle, dune buggy",车辆,全地形车,"四轮车,三轮车,四轮车,沙滩越野车",車輛,全地形車,"四輪車,三輪車,四輪車,沙灘越野車",車、車両、自動車,オフロード車,"クワッド,三輪車,四輪車,四輪バイク,デューンバギー"
VEHICLES,BICYCLE,VEHBike,VEH,"bicycle, bike, recumbent, unicycle, tandem, bmx",车辆,自行车,"单车,自行车,斜躺自行车,独轮车,双轮双座自行车,自从车越野赛",車輛,自行車,"單車,自行車,斜躺自行車,獨輪車,雙輪雙座自行車,自從車越野賽",車、車両、自動車,自転車,"自転車,バイク,リカンベント,一輪車,タンデム,BMX"
VEHICLES,BRAKE,VEHBrake,VEH,"brake squeal, screech, grind",车辆,刹车,"刹车异响,异响,摩擦声,刺耳声",車輛,剎車,"剎車異響,異響,摩擦聲,刺耳聲",車、車両、自動車,ブレーキ,"ブレーキ鳴き,ギシギシ音,グラインド音"
VEHICLES,BUS,VEHBus,VEH,"city bus, school bus, greyhound bus, coach bus, tour bus, double decker",车辆,公交车,"城市巴士,校车,灰狗巴士,长途巴士,旅游巴士,双层巴士",車輛,公交車,"城市巴士,校車,灰狗巴士,長途巴士,旅遊巴士,雙層巴士",車、車両、自動車,バス,"都市バス,スクールバス,グレイハウンドバス,コーチバス,ツアーバス,ダブルデッカー"
